calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,feel_1,feel_1_pct,feel_2,feel_2_pct,feel_3,feel_3_pct,feel_4,feel_4_pct,feel_5,feel_5_pct,grow_all,help_1,help_1_pct,help_2,help_2_pct,help_3,help_3_pct,help_4,help_4_pct,help_5,help_5_pct,n_rate_rvws,n_reported_effects,neg_1,neg_1_pct,neg_2,neg_2_pct,neg_3,neg_3_pct,neg_4,neg_4_pct,neg_5,neg_5_pct,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:33.696535401516634%,,,,"76,%,62,%,62,%,53,%,37,%,51,%,39,%,39,%,34,%,32,%,23,%,13,%,6,%,4,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Hungry, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,76,Euphoric,62,Happy,62,Uplifted,53,Hungry,37,,Stress,51,Anxiety,39,Pain,39,Depression,34,Lack of appetite,32,61,43 people reported 414 effects,Dry mouth,23,Dry eyes,13,Dizzy,6,Anxious,4,Paranoid,4,,,"Denver, CO,Colorado Springs, CO,Cathedral City, CA,Oklahoma City, OK,San Diego, CA,Bangor, ME,Canoga Park, CA,Canon City, CO,Longmont, CO,Los Angeles, CA",Indica,4.7 ,Cherry Kola,,,,15.5
--position:90.93019296871468%,,,,"64,%,50,%,49,%,49,%,45,%,41,%,32,%,27,%,26,%,15,%,30,%,11,%,6,%,3,%,1,%","Happy, ,Energetic, ,Uplifted, ,Euphoric, ,Relaxed, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,64,Energetic,50,Uplifted,49,Euphoric,49,Relaxed,45,,Stress,41,Anxiety,32,Depression,27,Pain,26,Fatigue,15,124,101 people reported 795 effects,Dry mouth,30,Dry eyes,11,Dizzy,6,Paranoid,3,Headache,1,,,,Sativa,4.2 ,Green Candy,"width:170%,width:114%,width:58%","Herbal,Minty,Peppery","Myrcene,Ocimene,Caryophyllene",16
--position:96.69588315015359%,,,,"61,%,42,%,42,%,38,%,30,%,38,%,34,%,30,%,23,%,15,%,34,%,15,%,15,%,3,%,3,%","Euphoric, ,Uplifted, ,Happy, ,Energetic, ,Giggly, ,Stress, ,Anxiety, ,Pain, ,Migraines, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Headache, ",Euphoric,61,Uplifted,42,Happy,42,Energetic,38,Giggly,30,,Stress,38,Anxiety,34,Pain,30,Migraines,23,Depression,15,31,26 people reported 187 effects,Dry mouth,34,Dry eyes,15,Paranoid,15,Anxious,3,Headache,3,,,"Ramona, CA",Hybrid,4.3 ,Tropicali,,,,
--position:13.689565241577572%,,,,"79,%,64,%,55,%,35,%,32,%,41,%,32,%,29,%,29,%,26,%,20,%,17,%,5,%,5,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Hungry, ,Creative, ,Stress, ,Insomnia, ,Lack of appetite, ,Pain, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Relaxed,79,Happy,64,Euphoric,55,Hungry,35,Creative,32,,Stress,41,Insomnia,32,Lack of appetite,29,Pain,29,Anxiety,26,49,34 people reported 261 effects,Dry mouth,20,Dry eyes,17,Anxious,5,Dizzy,5,Paranoid,5,Blue Power,SFV OG,"Everson, WA,Las Vegas, NV,Trinidad, CO,Bullhead City, AZ,Lovelock, NV,North Las Vegas, NV,Spokane, WA,Tucson, AZ,Bay City, MI,Carson City, NV",Hybrid,4.5 ,Sin Valley OG,,,,
--position:29.164741279459637%,,Star Master Kush,Blue Kripple,"50,%,42,%,35,%,33,%,32,%,43,%,39,%,32,%,26,%,25,%,36,%,21,%,9,%,4,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Focused, ,Sleepy, ,Pain, ,Stress, ,Anxiety, ,Nausea, ,Migraines, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Relaxed,50,Euphoric,42,Happy,35,Focused,33,Sleepy,32,,Pain,43,Stress,39,Anxiety,32,Nausea,26,Migraines,25,123,71 people reported 540 effects,Dry mouth,36,Dry eyes,21,Paranoid,9,Anxious,4,Dizzy,4,South Indian Sativa,South American,"Bothell, WA,Seattle, WA,Bellingham, WA,Denver, CO,Ellensburg, WA,Fairhaven, MA,McMinnville, OR,Ocean Shores, WA,Portland, OR,Salem, OR",Hybrid,4.3 ,Medicine Man,,,,16
--position:92.5142870063525%,,,,"74,%,66,%,62,%,59,%,51,%,48,%,40,%,29,%,29,%,29,%,33,%,25,%,11,%,11,%,7,%","Uplifted, ,Happy, ,Focused, ,Euphoric, ,Energetic, ,Stress, ,Depression, ,Anxiety, ,Lack of appetite, ,Pain, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Uplifted,74,Happy,66,Focused,62,Euphoric,59,Energetic,51,,Stress,48,Depression,40,Anxiety,29,Lack of appetite,29,Pain,29,44,27 people reported 296 effects,Dry mouth,33,Dry eyes,25,Anxious,11,Dizzy,11,Paranoid,7,White Rhino,Green Crack,"Redway, CA,McKinleyville, CA,Arcata, CA,Bandon, Or,Cathedral City, CA,Los Angeles, CA,Port Angeles, WA,West Los Angeles, CA",Sativa,4.6 ,Green Lantern,,,,19
--position:23.08955296085381%,,,,"58,%,57,%,42,%,42,%,36,%,47,%,37,%,35,%,32,%,23,%,33,%,16,%,11,%,5,%,2,%","Happy, ,Relaxed, ,Euphoric, ,Creative, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Happy,58,Relaxed,57,Euphoric,42,Creative,42,Uplifted,36,,Stress,47,Pain,37,Anxiety,35,Insomnia,32,Depression,23,113,80 people reported 685 effects,Dry mouth,33,Dry eyes,16,Paranoid,11,Dizzy,5,Anxious,2,,,"Portland, OR,Blythe, CA,Klamath Falls, OR,Salem, OR,The Dalles, OR,Ann Arbor, MI,Astoria, OR,Beaverton, OR,Bend, OR,Detroit, MI",Indica,4.4 ,Afghani Bullrider,,,,18.5
--position:35.83192307610388%,,,,"76,%,73,%,59,%,42,%,28,%,42,%,38,%,35,%,33,%,19,%,30,%,19,%,4,%,4,%,2,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ,Paranoid, ",Happy,76,Relaxed,73,Euphoric,59,Uplifted,42,Creative,28,,Stress,42,Pain,38,Depression,35,Anxiety,33,Lack of appetite,19,68,42 people reported 373 effects,Dry mouth,30,Dry eyes,19,Anxious,4,Headache,4,Paranoid,2,Sour Bubble,Alien Dawg,"Portland, OR,Las Vegas, NV,Bend, OR,Carson City, NV,Cottage Grove, OR,Eugene, OR,Lovelock, NV,Salem, OR,Ashland, OR,Beaverton, OR",Hybrid,4.5 ,A-Dub,,,,25.5
--position:95.26380623226713%,,,,"57,%,57,%,55,%,50,%,46,%,38,%,33,%,25,%,24,%,18,%,29,%,16,%,7,%,5,%,3,%","Energetic, ,Euphoric, ,Happy, ,Focused, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Energetic,57,Euphoric,57,Happy,55,Focused,50,Uplifted,46,,Stress,38,Pain,33,Anxiety,25,Depression,24,Fatigue,18,78,54 people reported 452 effects,Dry mouth,29,Dry eyes,16,Paranoid,7,Anxious,5,Dizzy,3,,,"Bend, OR,Astoria, OR,Baltimore, MD,Bangor, ME,Bethesda, MD,Eugene, OR,Pendleton, OR,Portland, OR,Puyallup, WA,Ramona, CA",Sativa,4.2 ,Jack's Cleaner,,,,
--position:68.85141443902454%,,,,"68,%,46,%,40,%,38,%,31,%,32,%,29,%,29,%,28,%,17,%,31,%,10,%,8,%,7,%,7,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Hungry, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Happy,68,Euphoric,46,Relaxed,40,Uplifted,38,Hungry,31,,Stress,32,Anxiety,29,Depression,29,Pain,28,Insomnia,17,83,67 people reported 553 effects,Dry mouth,31,Dry eyes,10,Paranoid,8,Anxious,7,Dizzy,7,Mazar I Sharif,Trainwreck,"Detroit, MI,Rockville, MD,Adrian, MI,Baltimore, MD,Bethesda, MD,Catonsville, MD,Colorado Springs, CO,Crofton, MD,Los Angeles, CA,Middle River, MD",Hybrid,4 ,A-Train,,,,18
--position:3.4066774105278586%,,,,"59,%,46,%,46,%,31,%,18,%,31,%,28,%,21,%,18,%,18,%,31,%,9,%,9,%,3,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Sleepy, ,Focused, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Headache, ",Relaxed,59,Euphoric,46,Happy,46,Sleepy,31,Focused,18,"Moderate,< 30,1 - 3,10 - 12",Stress,31,Pain,28,Insomnia,21,Depression,18,Anxiety,18,49,32 people reported 191 effects,Dry mouth,31,Dizzy,9,Dry eyes,9,Anxious,3,Headache,3,Larry OG,Granddaddy Purple,"Beaverton, OR,King City, OR,Oak Grove, OR,Bend, OR,Portland, OR,Detroit, MI,Flagstaff, AZ,Medford, OR,Mesa, AZ,Phoenix, AZ",Indica,4.4 ,Grandpa Larry OG,,,,
--position:2.5082737585511383%,,Blanco Berry Kush,White Funk,"68,%,64,%,47,%,45,%,39,%,43,%,41,%,37,%,32,%,21,%,35,%,22,%,8,%,6,%,1,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Insomnia, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,68,Sleepy,64,Euphoric,47,Happy,45,Hungry,39,,Insomnia,43,Stress,41,Anxiety,37,Pain,32,Depression,21,96,74 people reported 596 effects,Dry mouth,35,Dry eyes,22,Dizzy,8,Paranoid,6,Headache,1,Afghani,White Widow,"Grants Pass, OR,Hood River, OR,Los Angeles, CA",Indica,4.3 ,White Kush,,,,
--position:16.85411571231072%,,,,"84,%,54,%,50,%,36,%,34,%,43,%,31,%,29,%,27,%,20,%,27,%,15,%,9,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Focused, ,Creative, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,84,Happy,54,Euphoric,50,Focused,36,Creative,34,,Stress,43,Depression,31,Pain,29,Anxiety,27,Insomnia,20,53,44 people reported 349 effects,Dry mouth,27,Dry eyes,15,Dizzy,9,Anxious,4,Paranoid,4,Green Crack,OG Kush,"Canoga Park, CA,Lompoc, CA,Los Angeles, CA,Owasso, OK,Skiatook, OK,Van Nuys, CA",Indica,4.6 ,Flowerbomb Kush,,,,
--position:95.65199683358331%,,,,"69,%,61,%,51,%,43,%,41,%,56,%,56,%,23,%,23,%,17,%,38,%,30,%,15,%,10,%,5,%","Euphoric, ,Happy, ,Uplifted, ,Creative, ,Energetic, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Euphoric,69,Happy,61,Uplifted,51,Creative,43,Energetic,41,,Stress,56,Anxiety,56,Pain,23,Depression,23,Nausea,17,50,39 people reported 286 effects,Dry mouth,38,Dry eyes,30,Dizzy,15,Paranoid,10,Headache,5,Marley's Collie,Early Pearl,,Sativa,4.3 ,Jamaican Pearl,,,,
--position:94.83076801746243%,,,,"62,%,59,%,56,%,46,%,43,%,34,%,31,%,25,%,25,%,18,%,6,%,6,%,6,%,6,%,3,%","Happy, ,Uplifted, ,Focused, ,Energetic, ,Creative, ,Inflammation, ,Pain, ,Depression, ,Stress, ,Fatigue, ,Dizzy, ,Dry eyes, ,Dry mouth, ,Headache, ,Paranoid, ",Happy,62,Uplifted,59,Focused,56,Energetic,46,Creative,43,,Inflammation,34,Pain,31,Depression,25,Stress,25,Fatigue,18,49,32 people reported 216 effects,Dizzy,6,Dry eyes,6,Dry mouth,6,Headache,6,Paranoid,3,Pineapple Thai,Pineapple,"Portland, OR,Eugene, OR,Beaverton, OR,Bend, OR,Albany, OR,Glendale, AZ,Tillamook, OR,Cottage Grove, OR,Gresham, OR,Medford, OR",Sativa,4.5 ,In The Pines,,,,16
--position:92.5142870063525%,,,,"68,%,68,%,60,%,56,%,52,%,40,%,36,%,28,%,24,%,24,%,32,%,16,%,12,%,8,%,4,%","Happy, ,Uplifted, ,Relaxed, ,Euphoric, ,Energetic, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Headaches, ,Dry mouth, ,Anxious, ,Paranoid, ,Dry eyes, ,Dizzy, ",Happy,68,Uplifted,68,Relaxed,60,Euphoric,56,Energetic,52,,Stress,40,Pain,36,Anxiety,28,Depression,24,Headaches,24,40,25 people reported 221 effects,Dry mouth,32,Anxious,16,Paranoid,12,Dry eyes,8,Dizzy,4,Snow Bud,Kali Mist,"Portland, OR,Mount Vernon, WA,Bend, OR,Damascus, OR,Hillsboro, OR,Hood River, OR,Pendleton, OR,Salem, OR,Astoria, OR,Bellingham, WA",Sativa,4.4 ,Pineapple Fields,,,,17
--position:88.25827057175083%,,,,"53,%,50,%,42,%,38,%,36,%,34,%,32,%,26,%,25,%,19,%,30,%,17,%,13,%,9,%,3,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Focused, ,Anxiety, ,Depression, ,Stress, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Happy,53,Uplifted,50,Euphoric,42,Energetic,38,Focused,36,,Anxiety,34,Depression,32,Stress,26,Pain,25,Fatigue,19,72,52 people reported 381 effects,Dry mouth,30,Dry eyes,17,Paranoid,13,Anxious,9,Dizzy,3,,,"Portland, OR,Bend, OR,Eugene, OR,Salem, OR,Beaverton, OR,Colorado Springs, CO,Gresham, OR,Oregon City, OR,Springfield, OR,Albany, OR",Sativa,4.2 ,Voodoo,,,,
--position:96.56021331571341%,,,,"76,%,73,%,59,%,50,%,42,%,47,%,30,%,28,%,26,%,19,%,26,%,4,%,2,%,2,%,2,%","Energetic, ,Happy, ,Uplifted, ,Euphoric, ,Relaxed, ,Stress, ,Pain, ,Inflammation, ,Depression, ,Fatigue, ,Dry mouth, ,Paranoid, ,Anxious, ,Dry eyes, ,Headache, ",Energetic,76,Happy,73,Uplifted,59,Euphoric,50,Relaxed,42,,Stress,47,Pain,30,Inflammation,28,Depression,26,Fatigue,19,68,42 people reported 308 effects,Dry mouth,26,Paranoid,4,Anxious,2,Dry eyes,2,Headache,2,Kali Mist,Amnesia Haze,"Lake Stevens, WA,Vancouver, WA",Sativa,4.7 ,Y Griega,,,,
--position:13.689565241577572%,,,,"46,%,42,%,38,%,34,%,26,%,42,%,34,%,30,%,26,%,26,%,19,%,19,%,15,%,7,%,3,%","Relaxed, ,Euphoric, ,Creative, ,Happy, ,Hungry, ,Stress, ,Pain, ,Depression, ,Lack of appetite, ,Anxiety, ,Dry eyes, ,Dry mouth, ,Paranoid, ,Anxious, ,Dizzy, ",Relaxed,46,Euphoric,42,Creative,38,Happy,34,Hungry,26,,Stress,42,Pain,34,Depression,30,Lack of appetite,26,Anxiety,26,36,26 people reported 178 effects,Dry eyes,19,Dry mouth,19,Paranoid,15,Anxious,7,Dizzy,3,,,"Portland, OR,Otis Orchards-East Farms, WA,Moses Lake, WA,Bingen, WA,Dinosaur, CO,Eugene, OR,Northglenn, CO,Seattle, WA,Anacortes, WA,Arvada, CO",Hybrid,4.4 ,Platinum Huckleberry Cookies,,,,
--position:99.09197608796522%,,,,"61,%,58,%,56,%,53,%,53,%,35,%,33,%,15,%,15,%,12,%,17,%,7,%,5,%,5,%,2,%","Euphoric, ,Energetic, ,Creative, ,Happy, ,Uplifted, ,Stress, ,Depression, ,Lack of appetite, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Euphoric,61,Energetic,58,Creative,56,Happy,53,Uplifted,53,,Stress,35,Depression,33,Lack of appetite,15,Anxiety,15,Fatigue,12,74,39 people reported 250 effects,Dry mouth,17,Dry eyes,7,Dizzy,5,Paranoid,5,Anxious,2,Haze,Blue Dream,"Los Angeles, CA",Sativa,4.4 ,Wet Dream,,,,
--position:18.45070124314716%,,,,"57,%,38,%,36,%,31,%,21,%,26,%,19,%,19,%,15,%,10,%,15,%,12,%,7,%,3,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Lack of appetite, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Headache, ",Relaxed,57,Euphoric,38,Happy,36,Uplifted,31,Sleepy,21,,Stress,26,Anxiety,19,Pain,19,Depression,15,Lack of appetite,10,84,57 people reported 283 effects,Dry mouth,15,Dizzy,12,Dry eyes,7,Anxious,3,Headache,3,,,"Portland, OR,Eureka, CA,Los Angeles, CA,Bend, OR,Cottage Grove, OR,Salem, OR,Tacoma, WA,Tillamook, OR,Colorado Springs, CO,Denver, CO",Indica,4.1 ,Green Dragon,,,,20
--position:11.640804457925713%,,,,"82,%,68,%,48,%,29,%,26,%,48,%,29,%,26,%,24,%,24,%,29,%,14,%,9,%,9,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Depression, ,Anxiety, ,Dry mouth, ,Anxious, ,Dry eyes, ,Paranoid, ,Dizzy, ",Relaxed,82,Happy,68,Euphoric,48,Uplifted,29,Hungry,26,,Stress,48,Insomnia,29,Pain,26,Depression,24,Anxiety,24,63,41 people reported 319 effects,Dry mouth,29,Anxious,14,Dry eyes,9,Paranoid,9,Dizzy,4,,,"Seattle, WA,Bellingham, WA,Puyallup, WA,Maple Valley, WA,Spokane, WA,Ephrata, WA,Issaquah, WA,Tacoma, WA,Fife, WA,Mountlake Terrace, WA",Hybrid,4.2 ,Berry Bomb,,,,16
--position:16.95094979454197%,,,,"70,%,60,%,40,%,40,%,40,%,40,%,25,%,25,%,20,%,20,%,20,%,20,%,20,%,15,%,10,%","Relaxed, ,Euphoric, ,Happy, ,Tingly, ,Hungry, ,Depression, ,Insomnia, ,Pain, ,Lack of appetite, ,Cramps, ,Dizzy, ,Dry mouth, ,Paranoid, ,Dry eyes, ,Anxious, ",Relaxed,70,Euphoric,60,Happy,40,Tingly,40,Hungry,40,,Depression,40,Insomnia,25,Pain,25,Lack of appetite,20,Cramps,20,29,20 people reported 139 effects,Dizzy,20,Dry mouth,20,Paranoid,20,Dry eyes,15,Anxious,10,,,"Detroit, MI,Las Vegas, NV,Henderson, NV,Ypsilanti, MI,San Diego, CA,Lompoc, CA,Los Angeles, CA,Portland, OR,Roseburg, OR,San Francisco, CA",Hybrid,4.6 ,Afternoon Delight,,,,
--position:36.55876275643373%,,,,"70,%,61,%,51,%,45,%,40,%,39,%,30,%,26,%,22,%,19,%,20,%,8,%,4,%,1,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Depression, ,Insomnia, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Relaxed,70,Happy,61,Euphoric,51,Uplifted,45,Creative,40,,Stress,39,Pain,30,Depression,26,Insomnia,22,Anxiety,19,161,120 people reported 888 effects,Dry mouth,20,Dry eyes,8,Anxious,4,Dizzy,1,Headache,1,Albert Walker,Tahoe Alien,"Poulsbo, WA,Portland, OR,Ellensburg, WA,Bend, OR,Eugene, OR,Yakima, WA",Hybrid,4.6 ,Alien Walker,"width:170%,width:114%,width:58%","Herbal,Pine,Citrus","Myrcene,Pinene,Limonene",19
--position:6.396120613489331%,,,,"68,%,65,%,53,%,34,%,34,%,50,%,34,%,21,%,15,%,15,%,34,%,21,%,6,%,6,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Creative, ,Hungry, ,Stress, ,Depression, ,Insomnia, ,ADD/ADHD, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ",Relaxed,68,Happy,65,Euphoric,53,Creative,34,Hungry,34,,Stress,50,Depression,34,Insomnia,21,ADD/ADHD,15,Fatigue,15,45,32 people reported 228 effects,Dry mouth,34,Dry eyes,21,Anxious,6,Paranoid,6,Headache,3,,,"Issaquah, WA,Los Angeles, CA,Puyallup, WA,Seattle, WA,Vancouver, WA",Indica,3.4 ,Freezeland,,,,
--position:28.235214373225244%,,,,"57,%,57,%,50,%,39,%,28,%,46,%,46,%,39,%,39,%,35,%,14,%,10,%,10,%,7,%,7,%","Euphoric, ,Relaxed, ,Happy, ,Focused, ,Hungry, ,Stress, ,Insomnia, ,Anxiety, ,Pain, ,Depression, ,Dry mouth, ,Dizzy, ,Paranoid, ,Dry eyes, ,Headache, ",Euphoric,57,Relaxed,57,Happy,50,Focused,39,Hungry,28,,Stress,46,Insomnia,46,Anxiety,39,Pain,39,Depression,35,42,28 people reported 226 effects,Dry mouth,14,Dizzy,10,Paranoid,10,Dry eyes,7,Headache,7,,,"Bingen, WA,Renton, WA,Bullhead City, AZ,Los Angeles, CA,Phoenix, AZ,Spokane, WA,Springfield, OR,Tacoma, WA",Hybrid,4.4 ,Soul Assassin OG,,,,
--position:5.445675843562387%,,,,"80,%,50,%,47,%,41,%,33,%,47,%,44,%,36,%,30,%,22,%,22,%,13,%,8,%,5,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Focused, ,Sleepy, ,Stress, ,Anxiety, ,Depression, ,Pain, ,PTSD, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Relaxed,80,Euphoric,50,Happy,47,Focused,41,Sleepy,33,,Stress,47,Anxiety,44,Depression,36,Pain,30,PTSD,22,45,36 people reported 274 effects,Dry mouth,22,Dry eyes,13,Dizzy,8,Anxious,5,Headache,2,Rare Dankness #1,Albert Walker,"Mount Vernon, WA,Pullman, WA",Hybrid,4.6 ,Walker Kush,,,,
--position:26.54272645517372%,,,,"63,%,61,%,46,%,36,%,30,%,38,%,30,%,28,%,28,%,26,%,24,%,16,%,6,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Creative, ,Uplifted, ,Stress, ,Anxiety, ,Pain, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Relaxed,63,Happy,61,Euphoric,46,Creative,36,Uplifted,30,,Stress,38,Anxiety,30,Pain,28,Insomnia,28,Depression,26,63,49 people reported 349 effects,Dry mouth,24,Dry eyes,16,Dizzy,6,Anxious,4,Headache,4,,,"Oklahoma City, OK,Tulsa, OK,Bellflower, CA,Carolina, PR,Checotah, OK,Fairview, OK,Long Beach, CA,Portland, OR,Tucson, AZ,Vancouver, WA",Hybrid,4 ,Medusa,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",15.5
--position:11.50026839835836%,,,,"71,%,49,%,46,%,38,%,28,%,49,%,40,%,37,%,36,%,30,%,31,%,10,%,10,%,3,%,2,%","Relaxed, ,Euphoric, ,Sleepy, ,Happy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Relaxed,71,Euphoric,49,Sleepy,46,Happy,38,Uplifted,28,,Stress,49,Pain,40,Anxiety,37,Insomnia,36,Depression,30,117,83 people reported 682 effects,Dry mouth,31,Dry eyes,10,Paranoid,10,Anxious,3,Dizzy,2,SFV OG Kush,Pre-98 Bubba Kush,"Silver Spring, MD,Baltimore, MD,Jessup, MD,Rockville, MD,Germantown, MD,Waldorf, MD,Bethesda, MD,Catonsville, MD,Cockeysville, MD,Ellicott City, MD",Indica,4.4 ,Corleone Kush,,,,
--position:19.381406032393155%,,,,"90,%,54,%,54,%,45,%,40,%,40,%,36,%,31,%,22,%,22,%,27,%,18,%,13,%,9,%,9,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Inflammation, ,Dry mouth, ,Dizzy, ,Anxious, ,Dry eyes, ,Paranoid, ",Relaxed,90,Euphoric,54,Happy,54,Uplifted,45,Hungry,40,,Stress,40,Pain,36,Insomnia,31,Depression,22,Inflammation,22,38,22 people reported 187 effects,Dry mouth,27,Dizzy,18,Anxious,13,Dry eyes,9,Paranoid,9,Rockstar Kush,Bubba Kush,,Indica,4.9 ,Dank Schrader,,,,
--position:68.45095241336462%,,,,"68,%,63,%,56,%,56,%,34,%,54,%,50,%,43,%,27,%,22,%,25,%,13,%,9,%,4,%,4,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Focused, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ,Paranoid, ",Happy,68,Relaxed,63,Uplifted,56,Euphoric,56,Focused,34,,Depression,54,Stress,50,Anxiety,43,Pain,27,Fatigue,22,89,44 people reported 459 effects,Dry mouth,25,Dry eyes,13,Anxious,9,Headache,4,Paranoid,4,,,"San Francisco, CA,Okmulgee, OK,Portland, OR,Ben Lomond, CA,Carmel-by-the-Sea, CA,Detroit, MI,Jenks, OK,Los Angeles, CA,Pacific City, OR,Palo Alto, CA",Hybrid,4.6 ,Green Goddess,,,,
--position:85.95747857286618%,,,,"55,%,47,%,38,%,38,%,37,%,44,%,37,%,30,%,30,%,20,%,27,%,13,%,13,%,10,%,6,%","Happy, ,Creative, ,Uplifted, ,Focused, ,Euphoric, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Headaches, ,Dry mouth, ,Dry eyes, ,Headache, ,Dizzy, ,Paranoid, ",Happy,55,Creative,47,Uplifted,38,Focused,38,Euphoric,37,,Stress,44,Pain,37,Anxiety,30,Depression,30,Headaches,20,85,59 people reported 442 effects,Dry mouth,27,Dry eyes,13,Headache,13,Dizzy,10,Paranoid,6,,,"Portland, OR,Bellingham, WA,Port Hadlock-Irondale, WA,Bremerton, WA,Eugene, OR,Astoria, OR,Bend, OR,Chevy Chase, MD,Maple Valley, WA,Medford, OR",Sativa,4 ,Sweet Diesel,,,,
--position:1.6317511260667772%,,,,"74,%,58,%,44,%,41,%,27,%,44,%,41,%,37,%,27,%,27,%,39,%,27,%,9,%,6,%,6,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Tingly, ,Stress, ,Insomnia, ,Pain, ,Inflammation, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Relaxed,74,Sleepy,58,Happy,44,Euphoric,41,Tingly,27,,Stress,44,Insomnia,41,Pain,37,Inflammation,27,Anxiety,27,56,43 people reported 370 effects,Dry mouth,39,Dry eyes,27,Dizzy,9,Headache,6,Paranoid,6,Northern Lights #5,Blueberry,"Eugene, OR,Portland, OR,Ann Arbor, MI,Clio, MI,Flint, MI,Sacramento, CA,Seaside, CA,Seattle, WA,Adrian, MI,Alameda, CA",Indica,4.5 ,Northern Berry,,,,
