calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,feel_1,feel_1_pct,feel_2,feel_2_pct,feel_3,feel_3_pct,feel_4,feel_4_pct,feel_5,feel_5_pct,grow_all,help_1,help_1_pct,help_2,help_2_pct,help_3,help_3_pct,help_4,help_4_pct,help_5,help_5_pct,n_rate_rvws,n_reported_effects,neg_1,neg_1_pct,neg_2,neg_2_pct,neg_3,neg_3_pct,neg_4,neg_4_pct,neg_5,neg_5_pct,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:3.862495941724359%,,,,"65,%,55,%,45,%,43,%,29,%,40,%,37,%,37,%,33,%,19,%,35,%,21,%,9,%,4,%,4,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Relaxed,65,Sleepy,55,Happy,45,Euphoric,43,Hungry,29,,Stress,40,Pain,37,Insomnia,37,Anxiety,33,Depression,19,564,385 people reported 3003 effects,Dry mouth,35,Dry eyes,21,Dizzy,9,Headache,4,Paranoid,4,,,"Denver, CO,Pueblo, CO,Trinidad, CO,Oklahoma City, OK,Pagosa Springs, CO,Pueblo West, CO,Spokane, WA,Glendale, AZ,Las Vegas, NV,Arvada, CO",Indica,4.2 ,Afghani,"width:170%,width:114%,width:58%","Herbal,Pine,Minty","Myrcene,Pinene,Ocimene",16
--position:86.74129899556775%,,,,"57,%,51,%,40,%,37,%,34,%,26,%,20,%,19,%,18,%,17,%,25,%,14,%,12,%,6,%,3,%","Happy, ,Uplifted, ,Relaxed, ,Euphoric, ,Energetic, ,Stress, ,Depression, ,Anxiety, ,Fatigue, ,Pain, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Paranoid, ,Anxious, ",Happy,57,Uplifted,51,Relaxed,40,Euphoric,37,Energetic,34,,Stress,26,Depression,20,Anxiety,19,Fatigue,18,Pain,17,103,82 people reported 524 effects,Dry mouth,25,Dizzy,14,Dry eyes,12,Paranoid,6,Anxious,3,Lemon Skunk,Cheese,"Everett, WA,Mesa, AZ,Los Angeles, CA,Las Vegas, NV,Napa, CA,San Francisco, CA,Seattle, WA,Arlington, WA,Phoenix, AZ,San Diego, CA",Sativa,4.5 ,Lemon Cake,"width:170%,width:114%,width:58%","Herbal,Citrus,Floral","Myrcene,Limonene,Linalool",22.5
--position:28.922964899043972%,10,Midnight Express,Quin-N-Tonic,"71,%,44,%,37,%,33,%,23,%,47,%,44,%,41,%,27,%,25,%,19,%,8,%,5,%,3,%,3,%","Relaxed, ,Happy, ,Uplifted, ,Focused, ,Euphoric, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Relaxed,71,Happy,44,Uplifted,37,Focused,33,Euphoric,23,"Moderate,30 - 78,3 - 6,10 - 12",Pain,47,Stress,44,Anxiety,41,Depression,27,Inflammation,25,805,615 people reported 4743 effects,Dry mouth,19,Dry eyes,8,Anxious,5,Dizzy,3,Headache,3,G13 Haze,MK Ultra,"Silver Spring, MD,Seattle, WA,Phoenix, AZ,Bellingham, WA,Rockville, MD,Los Angeles, CA,Mount Vernon, WA,Baltimore, MD,San Francisco, CA,Tucson, AZ",Hybrid,4.2 ,Cannatonic,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",5.5
--position:14.474970554070177%,,,,"69,%,52,%,43,%,41,%,34,%,40,%,31,%,29,%,28,%,22,%,34,%,16,%,8,%,4,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Relaxed,69,Happy,52,Euphoric,43,Sleepy,41,Uplifted,34,,Stress,40,Pain,31,Anxiety,29,Insomnia,28,Depression,22,197,148 people reported 1199 effects,Dry mouth,34,Dry eyes,16,Dizzy,8,Headache,4,Paranoid,3,,,"Las Vegas, NV,Bellingham, WA,Tulsa, OK,Bend, OR,Everett, WA,Liberty Lake, WA,Bremerton, WA,Denver, CO,Otis Orchards, WA,Portland, OR",Hybrid,4.3 ,Venom OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",19.5
--position:63.757469212332275%,,OG Sour Diesel,Chairman Chem Sou,"62,%,58,%,50,%,47,%,33,%,39,%,33,%,29,%,28,%,14,%,26,%,17,%,5,%,4,%,4,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Energetic, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Happy,62,Relaxed,58,Euphoric,50,Uplifted,47,Energetic,33,"Moderate,30 - 78,1 - 3,7 - 9",Stress,39,Anxiety,33,Pain,29,Depression,28,Nausea,14,700,480 people reported 3837 effects,Dry mouth,26,Dry eyes,17,Dizzy,5,Anxious,4,Paranoid,4,OG Kush,Sour Diesel,"Portland, OR,Gresham, OR,Phoenix, AZ,Seattle, WA,Denver, CO,Eugene, OR,Beaverton, OR,Detroit, MI,Oklahoma City, OK,Vancouver, WA",Hybrid,4.3 ,Sour OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",20
--position:11.345318000589327%,,Critical 47,Critical Kali Mist,"71,%,48,%,37,%,36,%,30,%,41,%,39,%,29,%,26,%,24,%,30,%,18,%,7,%,5,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,71,Happy,48,Euphoric,37,Sleepy,36,Uplifted,30,"Easy,30 - 78,3 - 6,7 - 9",Pain,41,Stress,39,Anxiety,29,Depression,26,Insomnia,24,795,558 people reported 4282 effects,Dry mouth,30,Dry eyes,18,Dizzy,7,Anxious,5,Paranoid,5,Afghani,Skunk No. 1,"Portland, OR,Seattle, WA,Denver, CO,Puyallup, WA,Beaverton, OR,Everson, WA,Shoreline, WA,Fife, WA,Eugene, OR,Port Angeles, WA",Indica,4.2 ,Critical Mass,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",18
--position:72.38143765536574%,,SleeSkunk,California Grapefruit,"58,%,53,%,43,%,40,%,35,%,40,%,31,%,26,%,25,%,13,%,43,%,26,%,15,%,9,%,7,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Happy,58,Euphoric,53,Relaxed,43,Uplifted,40,Creative,35,,Stress,40,Anxiety,31,Depression,26,Pain,25,Insomnia,13,449,337 people reported 2691 effects,Dry mouth,43,Dry eyes,26,Paranoid,15,Dizzy,9,Headache,7,Colombian Gold,Afghani,"Tulsa, OK,Oklahoma City, OK,Mount Vernon, WA,Seattle, WA,Vancouver, WA,Altus, OK,Las Vegas, NV,Millis, MA,Otis Orchards, WA,Portland, OR",Hybrid,4 ,Skunk No. 1,,,,
--position:93.88619629291149%,,Eagle Bill,Lennon,"60,%,53,%,51,%,46,%,43,%,39,%,26,%,25,%,25,%,14,%,38,%,18,%,16,%,12,%,7,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Happy,60,Uplifted,53,Euphoric,51,Energetic,46,Creative,43,,Stress,39,Anxiety,26,Depression,25,Pain,25,Fatigue,14,442,313 people reported 2431 effects,Dry mouth,38,Dry eyes,18,Paranoid,16,Dizzy,12,Anxious,7,South Indian Sativa,South American,"Seattle, WA,Portland, OR,Denver, CO,Hood River, OR,Las Vegas, NV,Perris, CA,Santa Ana, CA,Colorado Springs, CO,Desert Hot Springs, CA,Ephrata, WA",Sativa,4.1 ,Haze,,,,18
--position:90.33496626678313%,,Purple Cow,Cello Sweet OG,"58,%,57,%,46,%,45,%,44,%,44,%,31,%,29,%,25,%,16,%,23,%,9,%,5,%,4,%,4,%","Happy, ,Uplifted, ,Euphoric, ,Relaxed, ,Energetic, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Headache, ,Anxious, ,Dizzy, ",Happy,58,Uplifted,57,Euphoric,46,Relaxed,45,Energetic,44,,Stress,44,Depression,31,Anxiety,29,Pain,25,Fatigue,16,621,442 people reported 3445 effects,Dry mouth,23,Dry eyes,9,Headache,5,Anxious,4,Dizzy,4,Purple Thai,Afghani,"Denver, CO,Pueblo, CO,Oklahoma City, OK,Portland, OR,Northglenn, CO,Trinidad, CO,Durango, CO,Fort Smith, AR,Littleton, CO,Boulder, CO",Hybrid,4.1 ,Flo,,,,16.5
--position:20.40790289441231%,,Sexxpot,Cluster Funk,"60,%,51,%,50,%,39,%,37,%,43,%,35,%,35,%,27,%,22,%,35,%,23,%,8,%,6,%,6,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,60,Happy,51,Euphoric,50,Sleepy,39,Uplifted,37,"Moderate,30 - 78,3 - 6,7 - 9",Stress,43,Pain,35,Anxiety,35,Insomnia,27,Depression,22,784,578 people reported 4593 effects,Dry mouth,35,Dry eyes,23,Dizzy,8,Paranoid,6,Headache,6,Hash Plant,G13,"Seattle, WA,Everson, WA,Spokane, WA,Portland, OR,Anacortes, WA,Bingen, WA,Tulsa, OK,Bartlesville, OK,Eugene, OR,Mountlake Terrace, WA",Indica,4.1 ,Mr. Nice,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",16.5
--position:50.1983272772768%,,Bonkers,Melonade,"63,%,60,%,57,%,44,%,39,%,31,%,28,%,26,%,18,%,15,%,21,%,5,%,2,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dizzy, ,Anxious, ,Dry eyes, ,Headache, ",Relaxed,63,Happy,60,Euphoric,57,Uplifted,44,Creative,39,,Stress,31,Depression,28,Anxiety,26,Pain,18,Fatigue,15,57,38 people reported 284 effects,Dry mouth,21,Dizzy,5,Anxious,2,Dry eyes,2,Headache,2,Lemon Skunk,Sour Diesel,"Silver Spring, MD,Portland, OR,Oklahoma City, OK,Phoenix, AZ,Los Angeles, CA,Seattle, WA,Anchorage, AK,Eugene, OR,San Francisco, CA,San Diego, CA",Hybrid,4.6 ,Lemon Tree,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",17.5
--position:82.74358244996148%,,Fruit Rollupz,Harmonia,"65,%,55,%,51,%,44,%,36,%,42,%,33,%,31,%,25,%,13,%,31,%,20,%,15,%,5,%,4,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Happy,65,Euphoric,55,Uplifted,51,Relaxed,44,Creative,36,"Easy,30 - 78,1 - 3,7 - 9",Stress,42,Anxiety,33,Depression,31,Pain,25,Insomnia,13,626,441 people reported 3447 effects,Dry mouth,31,Dry eyes,20,Dizzy,15,Headache,5,Paranoid,4,Thai,Afghani,"Everett, WA,Oklahoma City, OK,Denver, CO,Lyle, WA,Renton, WA,Ada, OK,Baltimore, MD,Medford, OR,Puyallup, WA,Seattle, WA",Hybrid,4.1 ,Juicy Fruit,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",16.5
--position:55.5252788751719%,,,,"67,%,62,%,49,%,48,%,33,%,37,%,31,%,25,%,22,%,18,%,22,%,13,%,6,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,67,Happy,62,Euphoric,49,Uplifted,48,Creative,33,,Stress,37,Depression,31,Anxiety,25,Pain,22,Lack of appetite,18,340,197 people reported 1553 effects,Dry mouth,22,Dry eyes,13,Dizzy,6,Anxious,3,Paranoid,3,Headband,OG Kush,"Portland, OR,Eugene, OR,Los Angeles, CA,Cathedral City, CA,Mount Vernon, WA,Palm Springs, CA,Spokane Valley, WA,Spokane, WA,Seattle, WA,Shelton, WA",Hybrid,4.4 ,3 Kings,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",18.5
--position:25.294026714771295%,,Gabriel Sherbet,Blackberry Chem OG,"54,%,50,%,47,%,36,%,33,%,38,%,37,%,32,%,27,%,25,%,36,%,22,%,7,%,4,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Pain, ,Stress, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,54,Happy,50,Euphoric,47,Sleepy,36,Uplifted,33,,Pain,38,Stress,37,Anxiety,32,Insomnia,27,Depression,25,559,405 people reported 3169 effects,Dry mouth,36,Dry eyes,22,Dizzy,7,Paranoid,4,Headache,3,Raspberry Cough,Black Domina,"Seattle, WA,Los Angeles, CA,Renton, WA,Bellingham, WA,Portland, OR,Denver, CO,Phoenix, AZ,Tacoma, WA,Colorado Springs, CO,Spokane, WA",Hybrid,4.1 ,Blackberry,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",16.5
--position:14.808796011181835%,,,,"70,%,57,%,50,%,35,%,33,%,32,%,29,%,28,%,25,%,24,%,19,%,12,%,12,%,6,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Headache, ,Paranoid, ",Relaxed,70,Euphoric,57,Happy,50,Uplifted,35,Sleepy,33,,Stress,32,Depression,29,Anxiety,28,Pain,25,Insomnia,24,147,102 people reported 816 effects,Dry mouth,19,Dizzy,12,Dry eyes,12,Headache,6,Paranoid,3,,,"Silver Spring, MD,Seattle, WA,Everett, WA,Mount Vernon, WA,Portland, OR,Denver, CO,Phoenix, AZ,Salem, OR,Spokane, WA,Walla Walla, WA",Indica,4.6 ,Triangle Kush,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",20
--position:21.50249034906616%,,Mango Puff,Karibbean Mango,"57,%,56,%,45,%,35,%,31,%,42,%,31,%,31,%,24,%,20,%,36,%,20,%,6,%,5,%,4,%","Happy, ,Relaxed, ,Euphoric, ,Hungry, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,57,Relaxed,56,Euphoric,45,Hungry,35,Sleepy,31,,Stress,42,Pain,31,Anxiety,31,Depression,24,Insomnia,20,489,344 people reported 2586 effects,Dry mouth,36,Dry eyes,20,Dizzy,6,Paranoid,5,Headache,4,KC 33,Afghani,"Silver Spring, MD,Seattle, WA,Ferndale, WA,Las Vegas, NV,Los Angeles, CA,Bellingham, WA,Oklahoma City, OK,Portland, OR,Tulsa, OK,Spokane, WA",Indica,4.1 ,Mango,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",17
--position:21.755475214310525%,,Rocky Mountain Blueberry,Berries & Crème,"66,%,57,%,45,%,39,%,34,%,41,%,37,%,31,%,22,%,22,%,25,%,18,%,6,%,5,%,5,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Relaxed,66,Happy,57,Euphoric,45,Uplifted,39,Sleepy,34,,Stress,41,Anxiety,37,Pain,31,Depression,22,Insomnia,22,341,232 people reported 1772 effects,Dry mouth,25,Dry eyes,18,Paranoid,6,Dizzy,5,Headache,5,DJ Short Blueberry,Afghani,"Portland, OR,Seattle, WA,Detroit, MI,Eugene, OR,Redmond, WA,Battle Creek, MI,Muskegon, MI,Astoria, OR,Bend, OR,Bingen, WA",Indica,4.2 ,Shishkaberry,,,,17
--position:5.865715924970005%,,,,"82,%,60,%,48,%,45,%,39,%,40,%,40,%,39,%,29,%,25,%,25,%,23,%,8,%,5,%,5,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Insomnia, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,82,Sleepy,60,Happy,48,Euphoric,45,Hungry,39,,Insomnia,40,Stress,40,Pain,39,Anxiety,29,Depression,25,193,125 people reported 1083 effects,Dry mouth,25,Dry eyes,23,Dizzy,8,Anxious,5,Paranoid,5,Alpha OG,XXX OG,"Phoenix, AZ,Chandler, AZ,Mesa, AZ,Lompoc, CA,Peoria, AZ,Scottsdale, AZ,Collinsville, IL,Flagstaff, AZ,Guadalupe, AZ,Huntington Beach, CA",Indica,4.5 ,Godfather OG,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",17.5
--position:89.53000114452843%,,Drizella,Dutch Queen,"60,%,56,%,56,%,40,%,39,%,40,%,29,%,28,%,23,%,12,%,27,%,15,%,4,%,4,%,3,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Happy,60,Euphoric,56,Uplifted,56,Relaxed,40,Creative,39,"Difficult,> 78,1 - 3,7 - 9",Stress,40,Depression,29,Anxiety,28,Pain,23,Nausea,12,581,411 people reported 2945 effects,Dry mouth,27,Dry eyes,15,Dizzy,4,Paranoid,4,Anxious,3,Romulan,Cinderella 99,"Seattle, WA,Bellingham, WA,Mount Vernon, WA,Puyallup, WA,Everett, WA,Phoenix, AZ,Fife, WA,Renton, WA,Burien, WA,Freeland, WA",Hybrid,4.3 ,Space Queen,,,,
--position:3.5219446542484825%,,,,"83,%,52,%,45,%,44,%,31,%,40,%,39,%,33,%,29,%,21,%,24,%,14,%,5,%,4,%,4,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Pain, ,Stress, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,83,Sleepy,52,Happy,45,Euphoric,44,Hungry,31,,Pain,40,Stress,39,Insomnia,33,Anxiety,29,Depression,21,562,384 people reported 3142 effects,Dry mouth,24,Dry eyes,14,Dizzy,5,Paranoid,4,Anxious,4,SFV OG Kush,Mendocino Purps,"Kingston, WA,Arvada, CO,Denver, CO,Glendale, AZ,Los Angeles, CA,Beaverton, OR,Bend, OR,Berwick, ME,Las Vegas, NV,Maple Valley, WA",Indica,4.5 ,Blackwater,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",19
--position:47.47683402883821%,,Pink Hawaiian,Purple Cotton Candy,"58,%,57,%,52,%,43,%,29,%,35,%,30,%,26,%,25,%,18,%,27,%,15,%,6,%,6,%,3,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Happy,58,Relaxed,57,Euphoric,52,Uplifted,43,Creative,29,"Moderate,> 78,3 - 6,7 - 9",Stress,35,Anxiety,30,Depression,26,Pain,25,Insomnia,18,845,584 people reported 4453 effects,Dry mouth,27,Dry eyes,15,Paranoid,6,Dizzy,6,Anxious,3,Lavender,Power Plant,"Silver Spring, MD,Seattle, WA,Bellingham, WA,Portland, OR,Spokane Valley, WA,Oklahoma City, OK,Everett, WA,Spokane, WA,Tacoma, WA,Eugene, OR",Hybrid,4.2 ,Cotton Candy Kush,"width:170%,width:114%,width:58%","Herbal,Pine,Citrus","Myrcene,Pinene,Limonene",16.5
--position:8.147538707755608%,,Travel Joint,Hulkamania,"78,%,58,%,51,%,46,%,33,%,36,%,35,%,30,%,29,%,25,%,24,%,10,%,3,%,3,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,78,Happy,58,Euphoric,51,Sleepy,46,Uplifted,33,,Stress,36,Pain,35,Anxiety,30,Insomnia,29,Depression,25,311,207 people reported 1677 effects,Dry mouth,24,Dry eyes,10,Dizzy,3,Paranoid,3,Headache,1,Granddaddy Purple,GSC,"Phoenix, AZ,Chandler, AZ,Los Angeles, CA,Seattle, WA,Ann Arbor, MI,Chicago, IL,Clarkston, WA,Cotati, CA,Glendale, AZ,Gold Bar, WA",Indica,4.6 ,Monster Cookies,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",19.5
--position:15.023258971548703%,,,,"64,%,49,%,46,%,42,%,33,%,42,%,40,%,36,%,30,%,24,%,35,%,20,%,10,%,7,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,64,Happy,49,Euphoric,46,Sleepy,42,Uplifted,33,"Moderate,< 30,3 - 6,7 - 9",Stress,42,Pain,40,Anxiety,36,Insomnia,30,Depression,24,656,480 people reported 3776 effects,Dry mouth,35,Dry eyes,20,Dizzy,10,Paranoid,7,Headache,4,,,"Portland, OR,Seattle, WA,Oak Harbor, WA,Spokane, WA,Phoenix, AZ,San Francisco, CA,Bend, OR,Denver, CO,Los Angeles, CA,Renton, WA",Indica,4.1 ,Sensi Star,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",18
--position:4.7908410439999045%,,,,"69,%,59,%,46,%,44,%,30,%,43,%,39,%,33,%,28,%,25,%,24,%,16,%,7,%,6,%,2,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,69,Sleepy,59,Euphoric,46,Happy,44,Hungry,30,,Stress,43,Pain,39,Insomnia,33,Anxiety,28,Depression,25,387,266 people reported 2081 effects,Dry mouth,24,Dry eyes,16,Dizzy,7,Paranoid,6,Anxious,2,,,"Phoenix, AZ,Los Angeles, CA,Needles, CA,Santa Ana, CA,Tucson, AZ,Chandler, AZ,Chatsworth, CA,Eugene, OR,Glendale, AZ,Palo Alto, CA",Indica,4.5 ,Diamond OG,"width:170%,width:114%,width:58%","Pine,Herbal,Peppery","Pinene,Myrcene,Caryophyllene",18.5
--position:4.424550911913755%,,,,"85,%,56,%,54,%,49,%,35,%,39,%,39,%,36,%,24,%,22,%,41,%,21,%,7,%,4,%,3,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Pain, ,Insomnia, ,Stress, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,85,Happy,56,Sleepy,54,Euphoric,49,Hungry,35,,Pain,39,Insomnia,39,Stress,36,Anxiety,24,Depression,22,340,237 people reported 1945 effects,Dry mouth,41,Dry eyes,21,Dizzy,7,Anxious,4,Paranoid,3,Death Star,Bubba Kush,,Indica,4.7 ,Death Bubba,,,,
--position:59.468815891047875%,,Oregon Bus Pass,Jackalope,"65,%,58,%,47,%,46,%,35,%,37,%,30,%,28,%,27,%,13,%,31,%,13,%,7,%,4,%,3,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Creative, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Relaxed,65,Happy,58,Uplifted,47,Euphoric,46,Creative,35,,Stress,37,Anxiety,30,Pain,28,Depression,27,Insomnia,13,405,272 people reported 2113 effects,Dry mouth,31,Dry eyes,13,Dizzy,7,Anxious,4,Headache,3,Black Domina,Jack Herer,"Seattle, WA,Portland, OR,Las Vegas, NV,Shawnee, OK,Everson, WA,Spokane, WA,Santa Ana, CA,Bend, OR,Eugene, OR,Kelso, WA",Hybrid,4.3 ,Black Jack,"width:170%,width:114%,width:58%","Fruity,Peppery,Minty","Terpinolene,Caryophyllene,Ocimene",19
--position:97.4409066636416%,,,,"68,%,59,%,52,%,45,%,36,%,36,%,30,%,25,%,22,%,17,%,28,%,16,%,6,%,6,%,5,%","Happy, ,Uplifted, ,Energetic, ,Euphoric, ,Focused, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,68,Uplifted,59,Energetic,52,Euphoric,45,Focused,36,,Stress,36,Depression,30,Anxiety,25,Pain,22,Fatigue,17,541,376 people reported 2820 effects,Dry mouth,28,Dry eyes,16,Dizzy,6,Paranoid,6,Headache,5,,,"Bellingham, WA,Seattle, WA,Everett, WA,Bremerton, WA,Portland, OR,Port Angeles, WA,Washington, DC,Los Angeles, CA,Phoenix, AZ,Denver, CO",Sativa,4.2 ,Grapefruit,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",16.5
--position:8.313482536859967%,,,,"56,%,42,%,33,%,29,%,24,%,27,%,22,%,22,%,18,%,18,%,14,%,12,%,2,%,2,%,1,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Stress, ,Anxiety, ,Pain, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,56,Happy,42,Sleepy,33,Euphoric,29,Hungry,24,,Stress,27,Anxiety,22,Pain,22,Insomnia,18,Depression,18,222,154 people reported 841 effects,Dry mouth,14,Dry eyes,12,Dizzy,2,Paranoid,2,Anxious,1,,,"Silver Spring, MD,Denver, CO,Los Angeles, CA,Seattle, WA,Tulsa, OK,Oklahoma City, OK,Spokane, WA,Detroit, MI,Bellingham, WA,San Francisco, CA",Indica,4.4 ,Watermelon,,,,
